Player,Year,Team,Position,Games_Played,Min_Played,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Suzie McConnell Serio,1998,CLE,G,28,882,15.2,.580,.403,.398,1.3,4.7,35.3,3.0,0.5,33.5,17.0,1.1,0.9,2.1,.093
Nikki McCray,1998,WAS,G,29,969,16.3,.492,.160,.313,4.1,5.4,23.2,2.3,0.2,19.4,29.5,0.8,-0.7,0.1,.004
Pamela McGee,1998,LAS,F-C,30,570,13.3,.475,.022,.383,13.1,15.2,4.4,2.1,3.3,20.2,21.0,0.2,0.8,1.0,.069
Penny Moore,1998,WAS,F,29,756,11.4,.409,.339,.170,5.4,8.8,12.8,3.0,2.1,17.3,20.7,-0.7,0.0,-0.7,-0.039
Yolanda Moore,1998,HOU,F-C,30,533,10.9,.550,.028,.577,7.9,10.4,3.2,2.7,0.0,18.3,9.8,1.0,1.1,2.0,.153
Eva Nemcova,1998,CLE,F,30,972,16.1,.570,.220,.266,4.3,7.7,13.1,1.8,1.8,16.9,18.8,2.4,1.0,3.4,.138
Murriel Page,1998,WAS,F,30,955,12.1,.507,.009,.300,9.8,13.4,8.6,1.0,1.1,18.8,14.0,1.1,-0.5,0.6,.024
Wendy Palmer,1998,UTA,F,28,761,19.9,.521,.055,.404,11.3,14.6,8.7,1.3,0.5,13.4,25.1,2.1,0.0,2.2,.115
Tia Paschal,1998,CHA,F,20,110,6.2,.341,.108,.162,4.5,8.4,14.5,3.9,0.0,21.7,21.4,-0.4,0.2,-0.2,-0.055
Ticha Penicheiro,1998,SAC,G,30,1080,12.2,.446,.261,.661,1.5,8.3,37.2,3.4,0.2,35.3,14.2,-0.6,1.4,0.9,.032
Kim Perrot,1998,HOU,G,30,986,16.0,.510,.495,.321,2.3,6.0,25.5,4.8,0.0,24.8,16.0,1.5,2.5,4.0,.162
Bridget Pettis,1998,PHO,G,30,849,14.8,.498,.410,.297,5.0,7.8,14.2,1.9,0.9,15.5,21.7,1.7,1.2,2.9,.138
Franthea Price,1998,SAC,G,26,379,14.2,.517,.678,.157,2.3,7.4,18.6,2.9,0.5,20.7,19.1,0.4,0.4,0.8,.080
Brandy Reed,1998,PHO,F,24,254,24.9,.571,.084,.326,17.8,19.8,17.5,3.9,2.2,23.3,25.6,0.7,0.7,1.4,.217
Michelle Reed,1998,LAS,G-F,9,49,8.3,.430,.364,1.091,4.9,13.4,6.8,2.2,1.6,26.9,20.3,-0.1,0.1,0.0,-0.023
Tracy Reid,1998,CHA,F,30,966,18.3,.530,.006,.584,7.7,10.0,9.4,2.2,1.0,15.4,22.1,2.3,1.3,3.6,.149
Tammi Reiss,1998,UTA,G,22,477,12.3,.487,.403,.216,3.6,4.9,19.0,1.2,0.2,14.6,16.5,0.8,-0.3,0.4,.037
Nyree Roberts,1998,HOU,C,14,55,16.3,.794,.000,1.000,7.1,11.7,6.7,1.0,0.0,28.4,12.2,0.2,0.1,0.3,.187
Eugenia Rycraw,1998,LAS,C,20,226,12.5,.552,.000,.688,9.1,13.2,3.0,1.6,6.3,25.1,11.0,0.2,0.3,0.6,.098
Alessandra Santos de Oliveira,1998,WAS,C,16,481,13.1,.519,.000,.885,14.5,16.5,0.4,1.3,1.1,24.5,20.7,-0.1,-0.2,-0.3,-0.023
Olympia Scott,1998,UTA,C,29,466,11.0,.471,.037,.481,9.7,10.9,9.1,2.7,1.7,23.0,20.9,-0.3,0.2,-0.1,-0.007
Raegan Scott,1998,CLE,F-C,22,167,7.7,.439,.053,.316,4.4,11.7,7.3,1.0,2.5,17.2,15.1,0.0,0.2,0.2,.043
Adrienne Shuler,1998,WAS,G,25,363,10.7,.486,.452,.202,3.8,8.8,25.8,3.3,0.6,30.9,16.2,-0.2,0.0,-0.1,-0.013
Christy Smith,1998,CHA,G,24,448,8.3,.531,.760,.267,0.8,4.7,26.2,1.2,0.0,36.4,13.6,-0.1,0.3,0.3,.022
Tangela Smith,1998,SAC,C,28,707,15.4,.448,.050,.194,7.9,11.6,9.8,1.3,5.7,13.2,23.0,0.5,0.8,1.2,.069
Leila Sobral,1998,WAS,F,14,71,7.8,.391,.440,.520,4.9,8.7,16.5,3.7,2.2,22.7,24.8,-0.2,0.0,-0.1,-0.084
Rachael Sporn,1998,DET,F,30,535,11.0,.420,.000,.231,11.3,12.0,13.4,0.8,1.8,17.4,16.6,0.2,0.6,0.8,.056
Maria Stepanova,1998,PHO,C,20,130,21.0,.467,.000,.361,16.4,18.9,12.0,1.3,6.8,11.3,28.1,0.3,0.3,0.6,.198
Rehema Stephens,1998,SAC,G,8,81,-0.3,.304,.293,.098,10.7,7.8,10.4,1.4,0.0,20.5,31.0,-0.5,0.0,-0.5,-0.253
Andrea Stinson,1998,CHA,G,30,1046,19.6,.491,.249,.242,3.4,8.1,25.6,2.8,1.1,14.4,23.7,2.5,1.7,4.2,.161
Tora Suber,1998,CHA,G,30,682,11.0,.441,.627,.249,2.2,4.8,21.7,2.4,0.1,17.7,17.0,0.4,0.7,1.1,.066
Sheryl Swoopes,1998,HOU,F-G,29,937,24.4,.511,.247,.212,5.5,10.3,14.1,4.3,1.3,11.6,25.5,3.4,2.6,6.0,.255
Alicia Thompson,1998,NYL,F,19,126,4.2,.327,.026,.487,7.2,12.6,5.7,0.4,1.4,14.5,20.8,-0.3,0.2,-0.1,-0.040
Tina Thompson,1998,HOU,F,27,874,19.2,.532,.356,.256,9.7,14.2,5.3,2.0,2.4,12.8,20.1,2.9,2.0,5.0,.228
Michele Timms,1998,PHO,G,30,934,10.7,.423,.466,.220,2.4,5.1,29.6,2.2,0.3,22.0,15.4,0.5,1.3,1.8,.076
Penny Toler,1998,LAS,G,30,945,15.3,.485,.172,.212,4.7,6.7,29.8,1.8,0.3,20.9,22.8,1.3,0.4,1.7,.072
Chantel Tremitiere,1998,UTA,G,28,709,11.7,.498,.371,.409,2.2,5.2,25.0,1.7,0.2,21.2,12.7,1.1,-0.3,0.8,.045
Trena Trice,1998,NYL,F-C,10,77,8.3,.481,.000,.647,11.7,15.4,2.4,0.0,3.4,24.3,17.7,0.0,0.1,0.1,.046
Mfon Udoka,1998,DET,F,3,25,-2.4,.258,.000,.667,4.7,7.1,0.0,0.0,0.0,11.4,15.9,-0.1,0.0,-0.1,-0.114
Amaya Valdemoro,1998,HOU,F,16,61,18.1,.639,.313,1.063,4.3,10.6,21.9,6.4,1.4,42.0,31.7,-0.1,0.2,0.1,.084
Sandra Van Embricqs,1998,LAS,F-C,28,470,10.9,.489,.000,.180,8.7,9.5,6.0,2.7,1.5,16.5,11.0,0.5,0.5,1.0,.082
Coquese Washington,1998,NYL,G,28,226,8.8,.424,.412,.510,2.8,7.6,34.8,4.2,0.0,37.2,20.8,-0.6,0.5,-0.1,-0.013
Teresa Weatherspoon,1998,NYL,G,30,1002,15.3,.467,.261,.367,2.6,7.9,34.4,5.6,0.0,30.5,14.8,0.3,2.7,3.0,.118
Umeki Webb,1998,PHO,G-F,30,846,11.9,.431,.087,.366,7.0,8.9,18.8,3.0,2.0,18.0,12.3,0.9,1.6,2.6,.123
Sue Wicks,1998,NYL,F,30,444,12.1,.505,.028,.421,11.6,12.3,15.5,2.0,2.0,27.5,18.6,0.2,0.7,0.9,.084
Jamila Wideman,1998,LAS,G,25,329,6.7,.430,.279,.674,1.8,4.0,27.7,1.6,0.2,37.9,12.2,-0.3,0.1,-0.2,-0.023
Kim Williams,1998,UTA,G,30,543,13.6,.464,.126,.220,5.4,6.4,17.9,4.2,0.9,21.3,26.1,-0.4,0.3,-0.1,-0.008
Rita Williams,1998,WAS,G,30,712,8.9,.430,.433,.472,2.1,5.9,17.9,4.6,0.2,31.0,13.8,-1.0,0.2,-0.9,-0.048
Sophia Witherspoon,1998,NYL,G,30,898,17.1,.503,.267,.326,4.7,6.7,13.6,2.5,0.4,15.1,25.4,1.9,1.2,3.1,.138
Lynette Woodard,1998,DET,G,27,383,11.1,.429,.000,.430,9.6,10.2,10.5,3.1,0.6,21.9,16.8,-0.1,0.6,0.5,.049
Tiffany Woosley,1998,HOU,G,18,96,7.0,.422,.522,.304,4.1,4.7,16.1,4.7,0.0,33.3,19.4,-0.2,0.2,0.0,-0.011
Haixia Zheng,1998,LAS,C,6,98,21.1,.641,.000,.219,9.8,15.8,6.7,0.0,0.8,14.6,18.8,0.4,0.1,0.5,.193
Erin Alexander,1998,TOT,G,20,141,6.3,.426,.795,.091,6.8,7.6,11.3,1.1,0.0,20.8,18.5,-0.1,0.0,-0.1,-0.028
Tammy Jackson,1998,TOT,F-C,21,174,3.8,.471,.000,.542,5.2,9.2,5.7,1.3,2.4,32.0,11.9,-0.2,0.3,0.1,.022
Pauline Jordan,1998,TOT,F-C,24,277,10.6,.438,.014,.507,6.7,11.3,14.0,2.8,3.8,22.9,18.4,-0.2,0.4,0.2,.033
Markita Aldridge,1999,WAS,G,31,379,5.1,.373,.213,.351,4.3,6.3,17.1,2.3,1.5,27.4,19.2,-1.1,0.3,-0.9,-0.092
Mery Andrade,1999,CLE,F,32,364,8.3,.504,.407,.441,5.5,8.9,25.2,2.8,0.9,36.2,14.7,-0.3,0.5,0.2,.018
Janeth Arcain,1999,HOU,G,32,735,11.9,.514,.268,.250,6.1,8.1,9.3,2.3,0.2,17.6,14.7,1.0,1.1,2.1,.115
Marlies Askamp,1999,PHO,C,30,781,20.2,.573,.010,.579,14.8,17.5,6.8,1.6,1.9,13.0,17.4,3.1,1.1,4.2,.217
Angela Aycock,1999,PHO,G,8,30,-4.3,.347,.750,1.000,0.0,2.1,16.8,3.8,0.0,51.0,18.8,-0.2,0.0,-0.2,-0.231
Jennifer Azzi,1999,DET,G,28,838,17.2,.666,.320,.575,0.7,4.6,25.4,1.6,0.4,19.8,15.7,3.2,0.7,3.9,.185
Elena Baranova,1999,UTA,F,29,572,14.1,.521,.324,.277,5.7,11.0,14.4,1.9,3.5,20.9,16.8,0.6,0.3,0.9,.062
Adia Barnes,1999,MIN,F,19,91,7.6,.371,.130,.522,11.1,14.7,13.2,3.3,0.0,22.1,20.1,-0.2,0.2,0.0,-0.017
Cass Bauer-Bilodeau,1999,CHA,C,25,123,3.5,.440,.029,.235,4.7,11.0,6.4,0.5,0.7,25.7,21.0,-0.3,0.1,-0.2,-0.080
Nina Bjedov,1999,LAS,C,27,431,12.4,.561,.190,.180,6.1,10.0,7.0,1.1,4.3,18.8,14.1,0.5,0.5,1.0,.092
Debbie Black,1999,UTA,G,32,1014,11.8,.441,.245,.307,4.0,7.0,27.0,4.1,0.5,26.6,11.4,0.5,0.6,1.1,.043
Cindy Blodgett,1999,SAC,G,12,34,-4.0,.324,.538,.692,0.0,1.8,5.1,1.6,0.0,22.8,28.6,-0.2,0.0,-0.2,-0.231
Ruthie Bolton,1999,SAC,G,31,970,17.0,.485,.476,.239,5.6,8.3,14.6,1.7,0.0,9.2,21.9,3.1,0.9,4.0,.167
Carla Boyd,1999,DET,F,32,694,8.2,.463,.293,.155,4.3,6.6,14.4,1.9,1.0,22.5,16.1,-0.4,0.7,0.2,.013
Janice Braxton,1999,CLE,F,26,476,16.7,.532,.071,.584,7.3,15.0,14.2,2.3,2.3,19.3,17.9,0.7,0.8,1.5,.127
Angie Braziel,1999,CHA,F,7,41,30.5,.622,.000,.857,3.5,18.2,16.4,2.9,0.0,9.4,26.6,0.3,0.1,0.4,.372
Sandy Brondello,1999,DET,G,32,1002,15.2,.543,.219,.282,3.5,4.2,16.0,1.4,0.4,16.1,21.6,2.1,0.5,2.6,.104
Lesley Brown,1999,DET,F,13,43,10.7,.510,.125,.375,5.5,13.2,10.4,1.3,1.9,24.4,26.7,-0.1,0.1,0.0,.010
Rushia Brown,1999,CLE,F,30,434,12.3,.467,.008,.298,9.5,12.9,9.7,2.5,2.0,19.5,19.5,-0.1,0.6,0.5,.047
Vicky Bullett,1999,CHA,F,32,1008,21.7,.551,.092,.332,8.6,14.7,10.4,3.6,3.8,15.2,20.1,2.4,2.2,4.6,.181
Annie Burgess,1999,MIN,G,25,333,8.8,.424,.364,.121,5.3,7.6,21.3,1.4,0.0,22.3,13.6,-0.1,0.2,0.1,.016
Heather Burge,1999,SAC,C,13,28,0.9,.380,.000,.714,0.0,11.0,0.0,3.8,6.1,35.2,22.5,-0.2,0.1,-0.1,-0.175
Linda Burgess,1999,SAC,F,27,233,13.4,.516,.013,.539,8.7,14.5,2.5,1.4,0.7,17.5,21.7,0.3,0.3,0.7,.119
Alisa Burras,1999,CLE,C,31,563,18.6,.548,.000,.246,9.5,14.2,7.3,1.7,1.5,15.2,21.5,0.9,0.7,1.6,.114
Latasha Byears,1999,SAC,G-F,32,705,18.5,.548,.004,.256,13.0,14.9,9.2,2.7,0.7,18.2,20.7,1.5,1.2,2.7,.154
Edna Campbell,1999,PHO,G,28,750,11.2,.469,.387,.215,1.8,4.5,10.5,1.9,1.1,14.4,21.3,0.2,0.5,0.7,.037
Michelle Campbell,1999,UTA,C,8,30,-0.6,.340,.100,.400,0.0,12.8,12.1,0.0,0.0,25.4,24.1,-0.2,0.0,-0.2,-0.215
Dominique Canty,1999,DET,G,26,646,12.5,.431,.074,.594,6.5,7.8,12.0,2.2,0.1,13.5,24.1,0.0,0.6,0.7,.041
Sonia Chase,1999,CHA,G,13,58,6.8,.326,.688,.125,5.0,5.8,15.2,4.1,0.0,10.6,16.7,-0.1,0.1,0.0,.009
Andrea Congreaves,1999,ORL,F-C,32,812,11.9,.603,.273,.353,6.4,8.1,8.0,1.7,0.8,22.0,13.2,1.5,0.4,1.9,.094
Cynthia Cooper,1999,HOU,G,31,1101,29.5,.614,.378,.500,2.1,5.2,31.9,2.2,0.8,15.7,29.3,7.7,1.5,9.2,.335
Clarissa Davis-Wrightsil,1999,PHO,F,14,259,18.3,.498,.275,.200,7.3,9.3,19.6,2.6,1.3,14.4,28.2,0.4,0.3,0.7,.106
Tamecka Dixon,1999,LAS,G,32,563,14.2,.477,.241,.327,3.8,7.2,17.1,1.6,0.6,14.6,21.7,0.8,0.4,1.2,.085
Margo Dydek,1999,UTA,C,32,733,25.0,.590,.071,.470,6.7,17.8,17.6,1.0,9.2,21.0,27.1,2.2,1.0,3.2,.174
Michelle Edwards,1999,CLE,G,31,745,9.9,.431,.282,.265,1.1,6.2,22.9,2.0,0.9,20.8,22.5,-1.1,0.6,-0.4,-0.023
Tonya Edwards,1999,MIN,G,32,1031,15.6,.470,.416,.212,1.8,7.3,19.5,1.6,1.3,11.9,28.0,1.0,1.0,2.1,.081
Shalonda Enis,1999,WAS,F-C,29,844,9.5,.427,.175,.250,8.6,12.0,11.4,1.6,0.4,19.2,18.0,-0.4,0.7,0.3,.013
Trisha Fallon,1999,MIN,G-F,26,281,9.8,.411,.213,.388,4.0,5.2,15.9,2.3,2.1,14.6,19.7,-0.1,0.3,0.2,.024
Allison Feaster,1999,LAS,F,32,410,18.7,.632,.553,.553,8.5,8.7,13.9,2.0,1.4,17.9,17.4,1.6,0.3,1.9,.190
Ukari Figgs,1999,LAS,G,22,330,11.1,.513,.573,.293,3.0,6.5,16.8,2.5,0.0,25.1,17.2,0.1,0.3,0.4,.054
Kristin Folkl,1999,MIN,F,32,518,15.3,.499,.100,.279,10.0,15.0,9.9,1.6,2.3,12.8,17.5,0.8,0.8,1.6,.121
Kisha Ford,1999,ORL,G-F,8,45,4.5,.340,.200,.400,11.5,8.7,0.0,2.5,3.9,14.5,7.3,0.0,0.0,0.0,.039
Toni Foster,1999,PHO,F-C,10,42,24.1,.657,.000,1.333,11.9,12.1,5.6,0.0,2.0,17.4,26.2,0.2,0.0,0.3,.239
La'Keshia Frett,1999,LAS,F,31,658,14.9,.520,.000,.265,9.1,8.8,16.8,0.7,0.6,12.6,14.4,1.9,0.2,2.1,.129
Jennifer Gillom,1999,PHO,F-C,32,1095,15.4,.479,.168,.414,6.1,10.7,11.0,1.9,0.5,14.7,25.9,1.4,1.2,2.6,.094
Adrienne Goodson,1999,UTA,F,32,1068,15.6,.492,.124,.302,8.6,8.3,17.0,1.4,0.7,16.8,25.0,1.6,-0.5,1.1,.043
Yolanda Griffith,1999,SAC,C-F,29,979,31.9,.576,.003,.635,17.1,20.6,10.0,4.0,4.7,12.2,24.4,5.3,2.8,8.1,.330
Lady Grooms,1999,SAC,F,32,450,9.6,.491,.028,.875,6.1,7.4,14.4,1.3,0.4,26.5,13.4,0.2,0.3,0.5,.046
Gordana Grubin,1999,LAS,G,32,708,16.8,.530,.391,.286,3.2,6.3,23.0,1.8,0.2,16.5,20.8,1.8,0.5,2.3,.131
Wanda Guyton,1999,DET,C,11,98,5.2,.437,.000,.941,9.7,16.8,3.6,1.1,1.7,29.4,16.2,-0.2,0.2,0.0,.001
Becky Hammon,1999,NYL,G,30,202,12.0,.560,.594,.266,1.3,6.4,17.6,1.7,0.0,25.1,23.5,0.1,0.3,0.3,.069
Kym Hampton,1999,NYL,C,32,856,14.1,.488,.008,.350,9.3,14.2,5.3,1.5,2.0,14.5,20.4,1.0,1.5,2.5,.118
Lisa Harrison,1999,PHO,F,32,828,12.4,.510,.053,.259,7.1,10.0,12.6,1.6,0.5,15.6,13.0,1.2,0.7,1.9,.094
Kristi Harrower,1999,PHO,G,32,666,13.0,.545,.434,.737,1.7,6.0,26.6,2.1,0.5,25.6,12.7,1.1,0.6,1.7,.100
Tracy Henderson,1999,CLE,C,27,308,8.3,.356,.000,.333,12.1,16.5,5.7,1.6,5.6,20.0,19.6,-0.8,0.5,-0.3,-0.035
Sonja Henning,1999,HOU,G,32,798,11.1,.512,.350,.154,3.8,6.6,15.7,2.4,0.7,18.8,9.4,1.2,1.2,2.4,.120
Chamique Holdsclaw,1999,WAS,F,31,1061,21.1,.497,.063,.325,9.5,15.0,17.6,2.0,2.1,17.0,29.1,1.6,1.5,3.1,.117
Kedra Holland-Corn,1999,SAC,G,32,1034,13.1,.514,.520,.336,2.8,4.0,9.1,3.3,0.8,16.3,18.9,1.6,1.3,2.9,.112
Jennifer Howard,1999,CLE,G,4,15,-25.6,.000,.750,.000,0.0,0.0,0.0,0.0,0.0,42.9,22.6,-0.2,0.0,-0.2,-0.633
Dalma Ivanyi,1999,UTA,G,14,67,-1.2,.400,.333,.333,5.8,4.8,17.7,3.2,0.0,44.4,16.9,-0.3,0.0,-0.3,-0.166
Tammy Jackson,1999,HOU,F-C,28,382,10.9,.504,.017,.603,16.4,15.6,3.1,2.3,4.4,26.2,12.7,0.3,0.8,1.2,.123
Adrienne Johnson,1999,ORL,G,29,224,9.1,.432,.129,.145,7.0,8.2,12.4,1.3,0.8,17.5,17.1,0.0,0.1,0.1,.010
LaTonya Johnson,1999,UTA,F,31,718,10.2,.491,.453,.320,2.5,4.8,12.5,1.6,1.0,16.2,15.7,0.8,-0.3,0.5,.029
Niesa Johnson,1999,CHA,G,31,296,7.2,.425,.460,.240,1.5,4.1,25.6,2.0,0.6,32.8,14.2,-0.4,0.1,-0.2,-0.030
Shannon Johnson,1999,ORL,G,32,1147,18.3,.551,.325,.453,5.0,8.6,25.4,2.7,0.9,23.0,22.0,2.3,1.2,3.5,.121
Vickie Johnson,1999,NYL,G-F,32,1082,17.9,.494,.180,.218,5.2,8.9,21.3,2.4,0.1,13.3,22.8,2.5,1.6,4.2,.154
Kellie Jolly Harper,1999,CLE,G,1,4,-19.3,,,,0.0,0.0,41.8,0.0,0.0,100.0,24.3,-0.1,0.0,-0.1,-0.716
Merlakia Jones,1999,CLE,G,32,853,15.6,.483,.055,.240,7.3,9.2,13.8,2.7,0.5,15.5,24.2,0.6,0.9,1.5,.069
Andrea Kuklova,1999,PHO,G-F,5,13,-17.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,25.0,14.7,-0.1,0.0,-0.1,-0.387
Venus Lacy,1999,NYL,C,17,111,6.5,.523,.000,.625,8.2,12.2,1.7,1.6,3.5,31.4,19.9,-0.2,0.2,0.0,.010
Monica Lamb,1999,HOU,C,3,36,14.9,.514,.000,.600,11.6,10.9,0.0,0.0,4.7,7.3,18.5,0.1,0.0,0.2,.186
MerleLynn Lange-Harris,1999,PHO,F-C,1,3,6.2,,,,0.0,42.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.197
Krystyna Lara,1999,UTA,G,25,204,3.5,.439,.485,.088,0.6,4.1,21.0,2.7,0.9,33.8,24.0,-0.8,0.0,-0.8,-0.158
Lisa Leslie,1999,LAS,C,32,930,22.9,.546,.134,.401,9.7,16.5,12.2,2.1,4.4,17.0,27.2,2.6,1.9,4.4,.190
Andrea Lloyd Curry,1999,MIN,F,32,899,12.1,.487,.450,.225,5.3,10.3,20.5,2.0,1.3,22.0,15.8,0.5,1.2,1.7,.074
Rebecca Lobo,1999,NYL,C,1,1,-20.1,,,,100.0,67.8,0.0,0.0,0.0,100.0,49.6,0.0,0.0,0.0,-1.148
Mwadi Mabika,1999,LAS,G,32,938,16.7,.469,.435,.232,5.6,10.1,21.6,2.5,1.3,13.5,20.9,1.8,1.3,3.1,.131
Clarisse Machanguana,1999,LAS,C-F,28,245,14.0,.571,.000,.735,8.1,13.1,6.2,1.8,1.0,17.8,14.7,0.6,0.3,0.9,.143
Sharon Manning,1999,CHA,F-C,32,521,14.9,.522,.009,.407,10.2,14.8,6.4,3.2,0.7,16.8,15.7,0.6,0.8,1.4,.109
Rhonda Mapp,1999,CHA,C,30,790,17.5,.538,.038,.288,8.7,16.5,15.2,1.9,1.4,18.4,21.1,1.3,1.2,2.5,.126
Monica Maxwell,1999,WAS,F,20,141,4.7,.315,.660,.180,2.9,10.1,14.0,2.0,0.6,16.9,22.4,-0.5,0.2,-0.3,-0.098
Stephanie White,1999,CHA,G-F,30,563,12.8,.550,.500,.254,4.1,5.9,17.7,2.0,0.3,20.8,16.6,0.9,0.3,1.1,.080
Suzie McConnell Serio,1999,CLE,G,18,511,8.6,.508,.612,.194,1.0,5.4,28.2,1.1,0.3,33.7,15.2,-0.4,0.2,-0.2,-0.013
Nikki McCray,1999,WAS,G,32,1043,18.7,.534,.336,.352,4.6,5.3,18.6,1.9,0.1,16.9,29.4,2.6,0.3,2.9,.111
Carla McGhee,1999,ORL,F,30,234,5.7,.410,.000,.383,12.2,12.9,6.2,1.9,1.1,28.6,15.8,-0.4,0.2,-0.1,-0.024
Taj McWilliams-Franklin,1999,ORL,F-C,32,1042,21.3,.551,.141,.442,10.1,15.0,10.5,3.1,3.2,17.4,21.3,2.6,1.9,4.6,.175
Chasity Melvin,1999,CLE,C-F,32,709,15.8,.496,.005,.450,10.0,11.6,11.5,1.6,2.7,13.9,20.7,1.2,0.7,1.9,.108
DeLisha Milton-Jones,1999,LAS,F,32,835,18.3,.581,.004,.364,9.0,13.0,11.1,3.1,1.7,20.6,18.9,1.9,1.4,3.4,.160
Penny Moore,1999,WAS,F,4,19,-8.2,.333,.000,.000,7.2,3.4,0.0,0.0,4.3,57.1,17.9,-0.2,0.0,-0.2,-0.356
Yolanda Moore,1999,ORL,F-C,23,114,2.2,.495,.048,.571,4.6,7.5,1.7,2.0,0.0,33.1,16.6,-0.3,0.1,-0.2,-0.075
Andrea Nagy,1999,WAS,G,32,947,8.7,.513,.250,.447,1.6,5.3,29.1,1.9,0.3,34.4,12.4,0.1,0.5,0.6,.024
Astou Ndiaye-Diatta,1999,DET,F,31,438,14.4,.463,.006,.244,6.8,14.3,8.7,1.4,3.4,15.3,22.2,-0.1,0.7,0.7,.060
Eva Nemcova,1999,CLE,F,31,925,14.7,.531,.314,.213,3.9,8.0,11.6,1.9,2.0,20.0,21.2,0.6,0.9,1.5,.066
Claudia Neves,1999,DET,G,30,306,6.5,.368,.632,.200,3.1,4.7,18.0,2.9,0.0,18.2,19.2,-0.6,0.3,-0.3,-0.035
Mila Nikolich,1999,HOU,F,7,29,7.1,.421,.364,.182,14.4,11.3,6.7,0.0,0.0,20.2,25.0,0.0,0.0,0.0,-0.033
Vanessa Nygaard,1999,CLE,F,4,20,8.5,.750,1.000,.000,6.7,9.7,9.1,5.6,0.0,50.0,9.7,0.0,0.0,0.0,.054
Heather Owen,1999,WAS,F-C,17,235,4.4,.513,.000,.920,6.4,10.4,5.5,0.5,1.4,29.9,10.4,-0.1,0.1,0.1,.013
Murriel Page,1999,WAS,F,32,916,17.4,.614,.000,.568,10.1,15.0,6.5,1.5,2.7,17.6,14.7,2.5,1.2,3.7,.162
Ticha Penicheiro,1999,SAC,G,32,1120,11.5,.420,.171,.590,3.1,8.5,33.6,3.2,0.4,32.6,16.4,-0.9,1.9,1.0,.035
Bridget Pettis,1999,PHO,G,32,541,10.7,.386,.458,.220,6.7,6.9,17.5,2.7,0.3,11.3,23.4,-0.2,0.5,0.3,.019
Tari Phillips,1999,ORL,F-C,32,335,9.2,.428,.023,.422,10.1,12.9,5.8,3.2,2.1,24.0,28.6,-1.1,0.5,-0.6,-0.074
Angie Potthoff,1999,MIN,F,32,710,6.6,.411,.129,.236,4.6,8.0,10.4,2.0,0.7,18.5,13.5,-0.6,0.7,0.2,.009
Elaine Powell,1999,ORL,G,18,256,11.1,.551,.273,.667,4.6,5.9,22.8,2.0,1.4,30.8,11.6,0.2,0.1,0.4,.058
Brandy Reed,1999,MIN,F,25,757,23.7,.507,.104,.191,9.1,13.4,23.8,2.3,2.2,13.7,30.6,1.5,1.2,2.7,.144
Tracy Reid,1999,CHA,F,10,154,7.0,.435,.020,.286,6.5,10.1,12.2,0.4,1.1,23.6,24.0,-0.4,0.1,-0.4,-0.093
Jennifer Rizzotti,1999,HOU,G,25,242,9.6,.464,.650,.300,1.1,7.3,13.2,4.3,0.4,26.1,12.3,-0.1,0.6,0.5,.078
Crystal Robinson,1999,NYL,F,32,901,20.0,.604,.611,.204,5.5,6.7,11.5,2.9,1.2,12.9,19.6,3.5,1.3,4.8,.213
Nykesha Sales,1999,ORL,F-G,32,1039,19.0,.487,.275,.297,5.5,8.5,18.7,3.8,0.7,13.3,23.9,2.4,1.4,3.8,.147
Sheri Sam,1999,ORL,G-F,32,1088,13.6,.479,.362,.232,4.7,8.8,14.4,2.1,0.7,14.4,19.6,1.4,1.0,2.4,.088
Alessandra Santos de Oliveira,1999,WAS,C,13,216,7.8,.524,.000,.564,12.0,12.5,1.0,0.3,0.8,24.7,14.5,-0.1,0.1,0.0,-0.004
Christy Smith,1999,CHA,G,4,19,36.2,.979,.750,1.500,0.0,3.6,11.5,3.1,0.0,13.1,20.6,0.2,0.0,0.2,.460
Charlotte Smith,1999,CHA,F,32,746,7.7,.405,.298,.309,8.9,10.4,14.6,0.8,0.8,19.0,18.1,-0.5,0.3,-0.1,-0.008
Charmin Smith,1999,MIN,G,13,56,0.9,.373,.444,1.111,4.5,10.8,6.4,1.1,0.0,27.2,16.6,-0.2,0.1,-0.1,-0.066
Katie Smith,1999,MIN,G,30,971,13.6,.525,.466,.322,5.4,6.1,13.4,1.2,1.0,14.2,20.2,2.0,0.5,2.4,.100
Tangela Smith,1999,SAC,C,31,632,17.1,.480,.009,.306,8.7,11.5,5.4,2.2,5.1,12.5,21.4,1.0,1.1,2.1,.135
Rachael Sporn,1999,DET,F,18,340,15.8,.498,.011,.298,9.1,11.0,16.6,2.4,1.0,13.1,16.8,0.7,0.5,1.1,.134
Dawn Staley,1999,CHA,G,32,1065,16.9,.540,.346,.302,1.6,4.6,33.3,2.1,0.2,20.9,20.7,2.4,0.5,3.0,.112
Kate Starbird,1999,SAC,F-G,24,215,6.7,.359,.273,.491,5.0,6.6,10.7,3.2,1.6,20.3,17.3,-0.3,0.3,0.0,.001
Maria Stepanova,1999,PHO,C,32,554,23.3,.524,.005,.444,14.0,18.8,10.3,1.3,9.4,15.4,24.2,1.3,1.2,2.5,.181
